,params,target
layer_1,3.050353673680681,37.243667058641805
layer_2,0.36397237727955256,37.243667058641805
layer_3,0.08337689920674568,37.243667058641805
layer_4,0.5423117556943255,37.243667058641805
lr_for_optimization,0.00961878781826029,37.243667058641805
