0,34.93614699543991
1,35.61337938279323
2,29.696072672593946
3,33.7544118613206
4,34.04188330367084
5,33.944131692818786
6,34.74705401065572
7,35.639174341743214
8,34.842542255163906
9,33.929855973717906
10,33.95003534118899
11,34.92450043796117
12,35.70462301192259
13,34.70111392182898
14,34.500594517454225
15,30.368258551592245
16,30.630246501238634
17,29.9726426021097
18,28.904367169496908
19,33.39759536572949
20,35.774405999384285
21,34.46914993936359
22,33.33124342344561
23,34.149988914736994
24,34.20883887371201
25,35.17069885095258
26,32.53808762807267
27,35.16192400865884
28,30.48007702591568
29,33.61975060364276
30,34.15720739530161
31,33.112648947568026
32,34.089850257698174
33,34.14282320390127
34,32.902362255490175
35,35.72584735886027
36,34.95160454487204
37,31.025973806224137
38,32.80574714218546
39,34.98857130741729
40,34.75536763075805
41,33.75918695701388
42,34.963158976802525
43,34.06641561822536
44,32.54369733607619
45,33.28054834690063
46,36.37682039900721
47,33.750465161765696
48,34.644019587680425
49,29.799049318142302
50,37.243667058641805
51,35.85009845339735
52,33.40658625284884
53,24.21565931868591
54,33.92979524558015
55,33.95628600455592
56,32.05465293830787
57,33.75579874596002
58,31.18502320366391
59,34.01211983436439
60,28.27630680032125
61,34.86836030277081
62,33.02144650807048
63,33.050541039176494
64,31.690601061825987
65,35.67133827548453
66,35.436660019685675
67,35.07307512025653
68,34.95047631086389
69,35.40546454236414
