,DATE,RV_abs,RV_s,RSV_a_plus,RSV_a_minus,RSV_s_plus,RSV_s_minus
45,20031112.0,0.03288378906250156,2.2774216185430928e-05,0.02192450925293965,0.010959279809561906,1.694963959004257e-05,5.8245765953883655e-06
46,20031113.0,0.04003931207011835,3.0057850682780847e-05,0.021667724579965686,0.018371587490152663,1.5264206606932932e-05,1.4793644075847925e-05
47,20031114.0,0.04635721034249229,4.504290955490642e-05,0.01902607092200359,0.027331139420488704,1.642624042356939e-05,2.861666913133704e-05
48,20031117.0,0.05376968508022538,5.596355161630376e-05,0.026503417900656245,0.027266267179569148,3.1053004812670616e-05,2.491054680363315e-05
49,20031118.0,0.05702528695702558,5.967841388937819e-05,0.02215348532474426,0.03487180163228132,2.0169994352999926e-05,3.9508419536378276e-05
50,20031119.0,0.052065417935803104,5.045747146328883e-05,0.029767643017542863,0.02229777491826024,3.1045968035162106e-05,1.9411503428126725e-05
51,20031120.0,0.06001118271047634,7.255271653282856e-05,0.029572711716829406,0.030438470993646938,4.050243498321088e-05,3.2050281549617686e-05
52,20031121.0,0.048546712101839695,4.522966478087376e-05,0.023457264467508843,0.025089447634330853,2.011286977981074e-05,2.5116795001063026e-05
53,20031124.0,0.03493685237131672,2.6611472796411217e-05,0.022506012758337413,0.012430839612979305,1.795877340727924e-05,8.652699389131979e-06
54,20031125.0,0.045230482657745874,3.9137008307497995e-05,0.02407909466706748,0.0211513879906784,1.9076755458392967e-05,2.0060252849105048e-05
55,20031126.0,0.04640078488622024,3.940324930331405e-05,0.02301242251608393,0.023388362370136303,1.853660073153909e-05,2.086664857177495e-05
56,20031128.0,0.02179772079108311,9.749148840735522e-06,0.011932792524475213,0.009864928266607896,5.979495495073937e-06,3.769653345661582e-06
57,20031201.0,0.0427244126005526,3.815543256068324e-05,0.02481306872060696,0.01791134387994564,2.330327970444997e-05,1.4852152856233255e-05
58,20031202.0,0.0396572789473435,3.098050437486224e-05,0.019176323660339282,0.020480955287004214,1.4015473493129395e-05,1.6965030881732834e-05
59,20031203.0,0.03921113010283417,3.159360602739586e-05,0.017044441873082402,0.022166688229751763,1.2426930492789584e-05,1.9166675534606273e-05
60,20031204.0,0.04053692442781909,3.7772395669513474e-05,0.022642215799665518,0.017894708628153566,2.3226432673761305e-05,1.4545962995752175e-05
61,20031205.0,0.04118770865771992,3.3098395067796085e-05,0.01914518748994709,0.02204252116777284,1.4938668068186007e-05,1.8159726999610093e-05
62,20031208.0,0.036439502045077184,2.622725444357257e-05,0.021953201260405564,0.014486300784671613,1.693743653842807e-05,9.289817905144507e-06
63,20031209.0,0.04645316769696439,4.1110344470917615e-05,0.01725970341374516,0.029193464283219225,1.46951558991392e-05,2.6415188571778425e-05
64,20031210.0,0.044108186383796884,3.870487451259202e-05,0.020835037824330268,0.0232731485594666,1.5941388281343467e-05,2.2763486231248558e-05
65,20031211.0,0.03657260871580004,2.772551464453855e-05,0.023647411147983632,0.012925197567816404,1.9437800808682306e-05,8.287713835856245e-06
66,20031212.0,0.03571258027168245,2.660872891903539e-05,0.01836543158228832,0.017347148689394132,1.4241191016431616e-05,1.2367537902603778e-05
67,20031215.0,0.05449776426542652,5.7081375272445054e-05,0.01963417037404369,0.03486359389138284,1.771644460423471e-05,3.936493066821033e-05
68,20031216.0,0.03986443323127365,2.931245824982539e-05,0.022248536889068585,0.017615896342205062,1.571371696512011e-05,1.3598741284705271e-05
69,20031217.0,0.030730367754222776,1.9208032780308825e-05,0.016474446672623873,0.0142559210815989,1.0106093371349277e-05,9.101939408959545e-06
70,20031218.0,0.03107577607725532,2.0198297877925504e-05,0.020351127133435117,0.010724648943820192,1.36180488134923e-05,6.580249064433208e-06
71,20031219.0,0.04726314370644147,4.545795083246783e-05,0.022394911121119243,0.024868232585322225,2.2510135473886263e-05,2.2947815358581585e-05
72,20031222.0,0.030885330199167168,2.052410207586915e-05,0.018421182820207882,0.012464147378959293,1.2828463136107276e-05,7.695638939761864e-06
73,20031223.0,0.029910280914519305,2.0461610706072707e-05,0.016414462908735494,0.013495818005783807,1.0727530159924383e-05,9.734080546148322e-06
74,20031224.0,0.01833106452563094,7.610050703661824e-06,0.009119876416552763,0.009211188109078172,4.306654037938452e-06,3.3033966657233717e-06
75,20031226.0,0.020762116574251088,1.0629767472222427e-05,0.011116548431426844,0.009645568142824246,6.853858607864954e-06,3.775908864357474e-06
76,20031229.0,0.028778457015432583,1.5967160849698136e-05,0.01909004056928687,0.009688416446145707,1.0445042027630515e-05,5.522118822067616e-06
77,20031230.0,0.0304247343505768,1.886404867587699e-05,0.015572306001234716,0.014852428349342084,1.0056363272834713e-05,8.807685403042277e-06
78,20031231.0,0.03480686117360232,2.370046758919636e-05,0.01717862054749375,0.017628240626108568,9.786007500391993e-06,1.3914460088804363e-05
79,20040102.0,0.0483579675319552,4.855088494075891e-05,0.02085671240664322,0.027501255125311985,2.4658770470338408e-05,2.3892114470420513e-05
80,20040105.0,0.03179929704379969,2.0369375064738447e-05,0.01902354301062026,0.012775754033179432,1.3925149136082113e-05,6.444225928656336e-06
81,20040106.0,0.032490788669416126,2.1280356516839166e-05,0.018247443546035136,0.01424334512338099,1.1464593693769807e-05,9.815762823069375e-06
82,20040107.0,0.037448798106415104,2.9257098559904414e-05,0.02098815186592784,0.01646064624048726,1.6288969429374843e-05,1.296812913052955e-05
83,20040108.0,0.03961483113108599,2.8728094390266528e-05,0.020160491756399786,0.019454339374686214,1.5887678220271582e-05,1.2840416169994944e-05
84,20040109.0,0.04605431060969778,4.350267236586649e-05,0.021606951971171462,0.024447358638526318,1.705928860233202e-05,2.644338376353446e-05
85,20040112.0,0.03744852761845685,2.691287102505429e-05,0.021029028106434918,0.016419499512021932,1.5621336322536114e-05,1.129153470251818e-05
86,20040113.0,0.04431706481932807,4.181191429197622e-05,0.019231954348880358,0.025085110470447702,1.4714539501599928e-05,2.709737479037631e-05
87,20040114.0,0.029027960625692906,1.7732933872357245e-05,0.016902731206871024,0.01212522941882188,1.1380852201869075e-05,6.3520816704881725e-06
88,20040115.0,0.05676850928989019,6.263256144937074e-05,0.028208120781388683,0.02856038850850151,3.232541951389277e-05,3.030714193547796e-05
89,20040116.0,0.04203081469891767,3.661697397001691e-05,0.021760204858480847,0.020270609840436826,1.5581601652608656e-05,2.103537231740825e-05
90,20040120.0,0.03519602220769347,2.7182743800145083e-05,0.016286592271962164,0.018909429935731303,1.2224934382968595e-05,1.4957809417176507e-05
91,20040121.0,0.04386182281591555,3.90887103753706e-05,0.02611905211540311,0.017742770700512445,2.579165041862028e-05,1.3297059956750326e-05
92,20040122.0,0.0477640746049266,4.284363816280679e-05,0.022185572148958776,0.025578502455967825,2.029819885356828e-05,2.25454393092385e-05
93,20040123.0,0.0434284628184729,3.9544458252524224e-05,0.018923850954666758,0.024504611863806147,1.868016137983969e-05,2.086429687268453e-05
94,20040126.0,0.04266008037752389,3.7279975981638755e-05,0.02758500839209788,0.015075071985426012,2.339772226075193e-05,1.3882253720886816e-05
95,20040127.0,0.04558640147485793,4.176930239182671e-05,0.018236866321919898,0.02734953515293803,1.8400058575189485e-05,2.336924381663721e-05
96,20040128.0,0.054984998463194934,6.692934006221711e-05,0.019691482018566298,0.035293516444628636,1.4954593044613495e-05,5.19747470176036e-05
97,20040129.0,0.06518807477429345,8.023160767119586e-05,0.03329801497616103,0.03189005979813242,4.182328993690204e-05,3.8408317734293813e-05
98,20040130.0,0.04921272218965633,4.769419963384615e-05,0.024253876060843282,0.02495884612881305,2.3029061429442434e-05,2.4665138204403713e-05
99,20040202.0,0.05513058881804689,6.54503432063394e-05,0.028180570921576564,0.02695001789647033,3.163441524503737e-05,3.3815927961302025e-05
100,20040203.0,0.04349426082072405,3.644215497805853e-05,0.02266943731688187,0.020824823503842186,1.7823371707686832e-05,1.8618783270371703e-05
101,20040204.0,0.04960007253586962,4.8895384288680655e-05,0.0240927600470906,0.02550731248877901,2.2669045883157e-05,2.622633840552363e-05
102,20040205.0,0.0442751218927766,3.776427926885226e-05,0.02253503480029284,0.02174008709248376,1.5926611431874962e-05,2.183766783697729e-05
103,20040206.0,0.0492480213312616,5.0777557678750156e-05,0.030060753112808317,0.01918726821845329,3.682382251239524e-05,1.3953735166354917e-05
104,20040209.0,0.03020274531431788,1.956640839377626e-05,0.013704113866447544,0.016498631447870338,9.697414652314536e-06,9.868993741461723e-06
105,20040210.0,0.036260057288521004,2.664241112467291e-05,0.0207918143956114,0.0154682428929096,1.5728956934551252e-05,1.091345419012166e-05
106,20040211.0,0.04670260329942355,4.902148272712368e-05,0.02906515484484995,0.0176374484545736,3.414571657456545e-05,1.4875766152558206e-05
107,20040212.0,0.035635399020571334,2.4607613548866484e-05,0.016652248125795133,0.0189831508947762,1.2618342722496885e-05,1.19892708263696e-05
108,20040213.0,0.04620639809408633,3.911329680768752e-05,0.01998522601213981,0.02622117208194652,1.535412418028061e-05,2.375917262740693e-05
109,20040217.0,0.034112483090328105,2.153869874864865e-05,0.018349345714180558,0.01576313737614754,1.2730027166603819e-05,8.808671582044812e-06
110,20040218.0,0.032285148303313534,2.112744762759844e-05,0.013813578307787287,0.01847156999552624,9.0207583562903e-06,1.210668927130813e-05
111,20040219.0,0.04226568430379807,4.12541072711684e-05,0.01638241775052318,0.025883266553274886,1.309090339722916e-05,2.816320387393925e-05
112,20040220.0,0.04846001280432688,4.4939631186770986e-05,0.02214739318642156,0.02631261961790532,1.9116037019048205e-05,2.582359416772279e-05
113,20040223.0,0.04573077681376336,4.009110958059453e-05,0.01990576973761904,0.025825007076144324,1.639355754973286e-05,2.369755203086165e-05
114,20040224.0,0.04686337818077035,4.552653834648242e-05,0.024218677710361902,0.02264470047040845,2.2487778580097014e-05,2.303875976638541e-05
115,20040225.0,0.0404334287271908,3.4281101392205246e-05,0.022309132412915208,0.01812429631427559,1.8365630656708e-05,1.5915470735497243e-05
116,20040226.0,0.039703137850070284,3.1780424718070186e-05,0.02176744691141863,0.01793569093865166,1.702504511591135e-05,1.4755379602158831e-05
117,20040227.0,0.04172873049013237,3.593866563773496e-05,0.020299761493432367,0.021428968996700003,1.783176722342087e-05,1.8106898414314083e-05
118,20040301.0,0.03887663239994499,3.033197139303614e-05,0.022375182206019417,0.016501450193925567,1.8368652829289153e-05,1.1963318563746973e-05
119,20040302.0,0.06001794091590008,0.0001738240322645442,0.02806453556565458,0.03195340535024549,9.9176767822854e-05,7.464726444169011e-05
120,20040303.0,0.040554418824608966,3.421984148560761e-05,0.022182468494324148,0.018371950330284825,1.9499182924301446e-05,1.4720658561306164e-05
121,20040304.0,0.02616076847326454,1.3921386957207929e-05,0.014590372872930857,0.011570395600333684,8.222297216986804e-06,5.6990897402211305e-06
122,20040305.0,0.0627827084055621,8.181758419046638e-05,0.035232049736844566,0.02755065866871753,4.808581754708613e-05,3.373176664338023e-05
123,20040308.0,0.0406370664529172,3.0661815301704834e-05,0.01569866529161157,0.02493840116130564,1.1368516321886776e-05,1.929329897981806e-05
124,20040309.0,0.056478911448042624,5.9297203743170594e-05,0.026324411600221254,0.03015449984782137,2.6253226378756924e-05,3.3043977364413646e-05
125,20040310.0,0.05256031126000238,5.914549873855174e-05,0.01868262681492361,0.03387768444507877,1.774149831410963e-05,4.140400042444213e-05
126,20040311.0,0.07523015174232572,0.00011596616765684512,0.03278714385864223,0.042443007883683485,4.201481859911962e-05,7.395134905772551e-05
127,20040312.0,0.052506348623262866,4.839013710679646e-05,0.03048652253609418,0.02201982608716868,2.718205927934465e-05,2.1208077827451807e-05
128,20040315.0,0.05584365300228722,6.198129490946027e-05,0.022593338333630968,0.033250314668656245,2.1935678401101e-05,4.004561650835929e-05
129,20040316.0,0.05406704827679665,6.718068904344405e-05,0.02680982049724534,0.02725722777955131,3.161516979095466e-05,3.556551925248937e-05
130,20040317.0,0.03716570378020734,2.752451666039621e-05,0.022267990447125463,0.014897713333081875,1.6952522233641964e-05,1.0571994426754255e-05
131,20040318.0,0.06249265765782841,8.026708694767032e-05,0.032221679377604666,0.030270978280223737,4.129846102369766e-05,3.8968625923972636e-05
132,20040319.0,0.04178045072292225,3.731262389303363e-05,0.01579361470941265,0.025986836013509595,1.2794088945558396e-05,2.4518534947475228e-05
133,20040322.0,0.06767208387265189,8.351134556781584e-05,0.03015872023512145,0.03751336363753044,3.467785731224394e-05,4.8833488255571944e-05
134,20040323.0,0.06163934872592591,7.013030796323424e-05,0.028091154631433742,0.03354819409449217,3.3334470916181345e-05,3.679583704705286e-05
135,20040324.0,0.07488444569360286,0.000107709637213204,0.03634633199712933,0.03853811369647353,5.3422838704926565e-05,5.428679850827741e-05
136,20040325.0,0.04697926016435528,4.505404609920495e-05,0.02814629378761957,0.018832966376735705,2.597565234437113e-05,1.907839375483381e-05
137,20040326.0,0.04397630580592793,3.4853918120539617e-05,0.02282112997488106,0.02115517583104687,1.6989407126367042e-05,1.7864510994172578e-05
138,20040329.0,0.04138028386257631,3.513191319599097e-05,0.024571837240205063,0.016808446622371243,2.0128754471325395e-05,1.500315872466558e-05
139,20040330.0,0.041837505779919404,3.297909194075174e-05,0.023715900885550308,0.018121604894369092,1.890095493764921e-05,1.4078137003102535e-05
140,20040331.0,0.044312276806752315,3.642498374568953e-05,0.021624835776566258,0.02268744103018605,1.7093164813541873e-05,1.9331818932147632e-05
141,20040401.0,0.05497405985828063,0.00018563088261491168,0.02947299838145678,0.02550106147682385,9.783725415109548e-05,8.779362846381622e-05
142,20040402.0,0.04486994041739312,4.256173818963615e-05,0.02073362057602779,0.024136319841365328,1.993759271601405e-05,2.262414547362212e-05
143,20040405.0,0.031381308394818674,1.985095844985955e-05,0.019433382092032048,0.011947926302786628,1.2905531184401212e-05,6.945427265458331e-06
144,20040406.0,0.027072394786418208,1.5208929870075164e-05,0.014536676216733825,0.012535718569684384,8.690172809280106e-06,6.518757060795054e-06
145,20040407.0,0.03633797884974843,3.056019626570567e-05,0.01616393050917431,0.020174048340574124,1.579057239408857e-05,1.4769623871617106e-05
146,20040408.0,0.05075432490922527,4.946845424196132e-05,0.02028240903409273,0.030471915875132538,2.016943076970985e-05,2.9299023472251454e-05
147,20040412.0,0.027431665534952455,1.390304423236726e-05,0.014979725355916962,0.012451940179035505,7.525209147623497e-06,6.377835084743755e-06
148,20040413.0,0.05256329880651656,5.3468868013807204e-05,0.017661877841696594,0.03490142096481996,1.4255810069289813e-05,3.921305794451739e-05
149,20040414.0,0.05112567337671869,5.12882288536015e-05,0.027954761873665742,0.02317091150305295,3.136356334357731e-05,1.9924665510024203e-05
150,20040415.0,0.05439581193940235,5.738189897535184e-05,0.026006536213964537,0.028389275725437813,2.6732116888478257e-05,3.064978208687357e-05
151,20040416.0,0.04428876103822699,3.9595363941425346e-05,0.023421070625037288,0.0208676904131897,2.2899352002306706e-05,1.669601193911864e-05
152,20040419.0,0.04182178784176216,3.066896403602287e-05,0.022361890850016053,0.019459896991746103,1.686804269887933e-05,1.380092133714355e-05
153,20040420.0,0.046444299827194335,4.3813230403778896e-05,0.014601627816999141,0.031842672010195194,1.1973337509379215e-05,3.1839892894399665e-05
154,20040421.0,0.0595931041691049,6.632495613112238e-05,0.03193102704434025,0.02766207712476465,3.644725862267525e-05,2.9877697508447114e-05
155,20040422.0,0.053852917290799766,5.8337040137515294e-05,0.03560776781351027,0.018245149477289502,4.110801730379245e-05,1.7229022833722828e-05
156,20040423.0,0.0424650211378923,3.6065807165523684e-05,0.02118881000518069,0.02127621113271161,1.896747899088928e-05,1.7098328174634408e-05
157,20040426.0,0.0459748464194627,4.098228276446483e-05,0.02049212406759615,0.02548272235186655,1.7436098365211088e-05,2.3546184399253758e-05
158,20040427.0,0.047407425864085966,4.422461437845774e-05,0.02374748235475188,0.02365994350933409,2.3633626911123066e-05,2.059098746733469e-05
159,20040428.0,0.0506571260342632,4.803516747251438e-05,0.019543556995569308,0.03111356903869389,1.648786979164892e-05,3.154729768086548e-05
160,20040429.0,0.07383746399727542,0.0001005426359666902,0.032910516002674584,0.04092694799460084,4.26725248190663e-05,5.787011114762387e-05
161,20040430.0,0.06671399401182487,8.506433959118401e-05,0.02977820387985108,0.03693579013197379,3.689190471465897e-05,4.817243487652506e-05
162,20040503.0,0.04756051624283232,4.7243953321318454e-05,0.02726989290202031,0.020290623340812,2.947957868135083e-05,1.776437463996763e-05
163,20040504.0,0.06017453078181401,8.228736493699635e-05,0.0307104848448132,0.029464045937000805,4.726097227885519e-05,3.502639265814117e-05
164,20040505.0,0.05754955545923845,6.775258779797125e-05,0.02957477790028573,0.027974777558952724,3.911919216509905e-05,2.86333956328722e-05
165,20040506.0,0.051321320626136924,5.328186829749224e-05,0.024901290890294803,0.026420029735842118,2.627256232745607e-05,2.7009305970036154e-05
166,20040507.0,0.07482189513972859,9.761092810030434e-05,0.03316712976795344,0.04165476537177515,4.769270667835617e-05,4.991822142194821e-05
167,20040510.0,0.0754199871200143,0.00010384183712725335,0.03624586367046323,0.03917412344955107,5.137746492644315e-05,5.246437220081018e-05
168,20040511.0,0.046420172688808485,4.119877695150792e-05,0.025670676382726576,0.02074949630608192,2.4247495144145625e-05,1.6951281807362318e-05
169,20040512.0,0.08107508492523774,0.00013258815504154498,0.043903027244613035,0.037172057680624704,7.527098889976549e-05,5.731716614177948e-05
170,20040513.0,0.06800875650725667,8.794611079354009e-05,0.03568703935326667,0.032321717153990015,4.917318928072026e-05,3.8772921512819815e-05
171,20040514.0,0.07342971423720179,0.00011995990232578667,0.03698760919373445,0.036442105043467336,6.0785459764819764e-05,5.917444256096693e-05
172,20040517.0,0.07273594503699155,0.00010795021689799808,0.036230199842537836,0.03650574519445371,6.172202218736905e-05,4.6228194710629e-05
173,20040518.0,0.036657854923599416,3.0083045536634284e-05,0.019241419730754217,0.017416435192845192,1.7269303444404756e-05,1.2813742092229512e-05
174,20040519.0,0.05319004765986257,6.103317758359027e-05,0.021638410095376592,0.03155163756448598,1.7925473015016023e-05,4.310770456857425e-05
175,20040520.0,0.043459989302494506,3.796414204910003e-05,0.022004017310645274,0.021455971991849232,2.053195837090512e-05,1.7432183678194926e-05
176,20040521.0,0.04810077032315885,4.608910312856465e-05,0.02382299873717741,0.02427777158598144,2.0308253261706704e-05,2.578084986685792e-05
177,20040524.0,0.05401567630938153,6.042848011867614e-05,0.02496803658577561,0.02904763972360591,2.7809906213207506e-05,3.261857390546865e-05
178,20040525.0,0.05696104916736465,6.392050609816932e-05,0.0375425822938622,0.01941846687350246,4.4745603036867985e-05,1.9174903061301363e-05
179,20040526.0,0.04432748965736977,3.822344049558823e-05,0.02386245008353161,0.02046503957383816,2.095151355288904e-05,1.727192694269919e-05
180,20040527.0,0.04424581256165894,4.0497632268196914e-05,0.02283325980112849,0.021412552760530446,2.0291143412191322e-05,2.020648885600558e-05
181,20040528.0,0.032949552011906746,2.12890240420934e-05,0.016430420272945945,0.0165191317389608,1.1364317853370233e-05,9.924706188723172e-06
182,20040601.0,0.042872073394383925,3.512732836152313e-05,0.02241320676924996,0.020458866625133958,2.002824798167293e-05,1.5099080379850192e-05
183,20040602.0,0.03639094200199189,2.678457335792781e-05,0.018593436973807442,0.017797505028184446,1.317967617460995e-05,1.3604897183317858e-05
184,20040603.0,0.034677901695009616,2.456632014882439e-05,0.015251450591233784,0.01942645110377584,1.0283630729786934e-05,1.4282689419037454e-05
185,20040604.0,0.04801162543123105,4.084158469502098e-05,0.02378448563484703,0.024227139796384026,2.1039208263914265e-05,1.9802376431106685e-05
186,20040607.0,0.03070732511266616,1.7730257447322075e-05,0.020614100347240868,0.01009322476542529,1.2265365224447846e-05,5.464892222874228e-06
187,20040608.0,0.031696203042389286,1.980010006429428e-05,0.017898446845163285,0.013797756197226008,1.1153698140940088e-05,8.64640192335419e-06
188,20040609.0,0.03196742663883079,2.2084145583185573e-05,0.012698118634256515,0.01926930800457427,7.156351770159343e-06,1.4927793813026223e-05
189,20040610.0,0.02453381045710312,1.1931200287467426e-05,0.013405558606698342,0.01112825185040478,6.580019072732815e-06,5.351181214734612e-06
190,20040614.0,0.03185285045851316,2.0985536246788558e-05,0.012974484681540943,0.018878365776972217,7.415510152594562e-06,1.3570026094193989e-05
191,20040615.0,0.04348974843254183,3.975371846133103e-05,0.021657070194621042,0.021832678237920792,1.762016847689912e-05,2.2133549984431905e-05
192,20040616.0,0.029223267534796094,1.958386683765817e-05,0.014567772194493678,0.014655495340302416,9.934527194266212e-06,9.649339643391964e-06
193,20040617.0,0.031503468507301235,1.99883235674088e-05,0.015751734253650618,0.015751734253650618,1.0017939399917412e-05,9.970384167491395e-06
194,20040618.0,0.036365990052086516,2.729847104637411e-05,0.02020942951790872,0.0161565605341778,1.4450388105295515e-05,1.2848082941078608e-05
195,20040621.0,0.029889778094038814,1.9072239268392198e-05,0.012918811574188284,0.016970966519850528,7.835824539191023e-06,1.1236414729201187e-05
196,20040622.0,0.04078906615823552,3.122907112526833e-05,0.023127262025459668,0.01766180413277585,1.7291663314924872e-05,1.393740781034346e-05
197,20040623.0,0.034850358990147434,2.393258407291917e-05,0.022199426271829914,0.01265093271831752,1.6892187836338894e-05,7.040396236580283e-06
198,20040624.0,0.03314979390720385,2.232014830690399e-05,0.015963489767625738,0.017186304139578112,1.0191186494471477e-05,1.212896181243251e-05
