,LR,Layer1,Layer2,Layer3,Layer4,Fitness,Generation
268,0.01,2.0,20.0,0.0,0.0,0.3881868921626914,
269,0.01,2.0,10.0,10.0,2.0,0.3126069653293957,
270,0.001,2.0,20.0,15.0,0.0,0.059560833851544974,
271,0.01,2.0,10.0,9.0,2.0,0.2167343150639129,
272,0.01,40.0,2.0,20.0,0.0,0.3378879675001534,
273,0.01,40.0,37.0,0.0,0.0,0.6581745931417815,
274,0.01,40.0,33.0,0.0,0.0,0.5478919920672073,
275,0.01,40.0,37.0,0.0,20.0,0.6299536256076258,
276,0.01,37.0,40.0,0.0,0.0,0.4828620583310568,
277,0.01,37.0,40.0,0.0,0.0,0.5960142099482477,
278,0.01,37.0,17.0,6.0,0.0,0.3327774343449498,
279,0.01,27.0,40.0,0.0,0.0,0.4361710147569646,
280,0.01,40.0,20.0,0.0,4.0,0.7210302868753976,
281,0.01,40.0,37.0,0.0,0.0,0.2606825100465754,
282,0.006,40.0,20.0,15.0,4.0,-0.08311637367494018,
283,0.001,40.0,37.0,0.0,0.0,0.3721701942439808,
284,0.011000000000000001,40.0,10.0,10.0,10.0,0.24476646466635035,
285,0.01,20.0,20.0,2.0,0.0,0.4847844031312691,
286,0.011000000000000001,22.0,10.0,10.0,0.0,0.2871573442010127,
287,0.01,12.0,20.0,2.0,0.0,0.1629312227779196,
288,0.01,20.0,20.0,10.0,20.0,-0.07434137538981657,
289,0.01,20.0,10.0,20.0,20.0,0.2560483521202388,
290,0.01,20.0,17.0,10.0,12.0,0.4449941968451476,
291,0.01,20.0,10.0,18.0,20.0,0.05532617076244106,
292,0.01,2.0,2.0,0.0,0.0,-0.21352839759798936,
293,0.01,20.0,37.0,0.0,0.0,0.5004193664829594,
294,0.01,2.0,29.0,0.0,0.0,0.4423580412951804,
295,0.01,20.0,37.0,0.0,16.0,0.6557080337109985,
296,0.01,20.0,10.0,0.0,20.0,0.6864956653220908,
297,0.01,20.0,20.0,10.0,20.0,0.2393064694879721,
298,0.006,42.0,10.0,0.0,20.0,0.6698254142837273,
